state_abbreviation,state_name,reporting_month,reporting_year,preliminary_or_updated,final_report,total_medicaid_and_chip_enrollment,total_medicaid_enrollment,total_chip_enrollment,medicaid_and_chip_child_enrollment,total_adult_medicaid_enrollment,new_applications_submitted_to_medicaid_and_chip_agencies,total_applications_for_financial_assistance_submitted_at_state_level,individuals_determined_eligible_for_medicaid_at_application,individuals_determined_eligible_for_chip_at_application,total_medicaid_and_chip_determinations
MS,Mississippi,2026-01-01,2026,U,Y,593367.0,509414.0,83953.0,394397.0,198970.0,17523.0,17523.0,8378.0,677.0,9055.0
MS,Mississippi,2026-02-01,2026,P,N,587137.0,503605.0,83532.0,391962.0,195175.0,16047.0,16047.0,7963.0,578.0,8541.0
MT,Montana,2019-01-01,2019,U,Y,280455.0,251146.0,29309.0,128161.0,,3900.0,3900.0,4523.0,571.0,5094.0
MT,Montana,2019-02-01,2019,U,Y,280624.0,251191.0,29433.0,128093.0,,3238.0,3238.0,3737.0,420.0,4157.0
MT,Montana,2019-03-01,2019,U,Y,278685.0,249170.0,29515.0,127388.0,,3610.0,3610.0,4048.0,368.0,4416.0
MT,Montana,2019-04-01,2019,U,Y,277567.0,247950.0,29617.0,126904.0,,3840.0,3840.0,3831.0,352.0,4183.0
MT,Montana,2019-05-01,2019,U,Y,275834.0,246269.0,29565.0,126462.0,,3864.0,3864.0,3975.0,340.0,4315.0
MT,Montana,2019-06-01,2019,U,Y,273144.0,243863.0,29281.0,125519.0,,3793.0,3793.0,3845.0,339.0,4184.0
MT,Montana,2019-07-01,2019,U,Y,270280.0,241331.0,28949.0,124442.0,,4412.0,4412.0,4233.0,385.0,4618.0
MT,Montana,2019-08-01,2019,U,Y,268150.0,239523.0,28627.0,123587.0,,4626.0,4626.0,4632.0,495.0,5127.0
MT,Montana,2019-09-01,2019,U,Y,266931.0,238518.0,28413.0,122894.0,,4255.0,4255.0,4486.0,411.0,4897.0
MT,Montana,2019-10-01,2019,U,Y,265908.0,237580.0,28328.0,122324.0,,4621.0,4621.0,5091.0,490.0,5581.0
MT,Montana,2019-11-01,2019,U,Y,263824.0,235594.0,28230.0,121087.0,,4545.0,4545.0,4507.0,602.0,5109.0
MT,Montana,2019-12-01,2019,U,Y,260710.0,233127.0,27583.0,118937.0,,5035.0,5035.0,5032.0,751.0,5783.0
MT,Montana,2020-01-01,2020,U,Y,258898.0,231625.0,27273.0,118042.0,,5547.0,5547.0,5150.0,645.0,5795.0
MT,Montana,2020-02-01,2020,U,Y,252740.0,226604.0,26136.0,114894.0,,4768.0,4768.0,4739.0,625.0,5364.0
MT,Montana,2020-03-01,2020,U,Y,250033.0,224403.0,25630.0,113481.0,,4749.0,4749.0,4467.0,590.0,5057.0
MT,Montana,2020-04-01,2020,U,Y,252152.0,225977.0,26175.0,115301.0,,3856.0,3856.0,4979.0,504.0,5483.0
MT,Montana,2020-05-01,2020,U,Y,254458.0,228116.0,26342.0,115870.0,,3070.0,3070.0,3309.0,357.0,3666.0
MT,Montana,2020-06-01,2020,U,Y,257006.0,230530.0,26476.0,116669.0,,3371.0,3371.0,3009.0,294.0,3303.0
MT,Montana,2020-07-01,2020,U,Y,259433.0,232822.0,26611.0,117472.0,,3305.0,3305.0,2877.0,239.0,3116.0
MT,Montana,2020-08-01,2020,U,Y,262233.0,235550.0,26683.0,118366.0,,3347.0,3347.0,2934.0,203.0,3137.0
MT,Montana,2020-09-01,2020,U,Y,265098.0,238209.0,26889.0,119277.0,,3200.0,3200.0,2837.0,234.0,3071.0
MT,Montana,2020-10-01,2020,U,Y,267747.0,240759.0,26988.0,120096.0,,3180.0,3180.0,2595.0,179.0,2774.0
MT,Montana,2020-11-01,2020,U,Y,273896.0,246655.0,27241.0,121299.0,,2945.0,2945.0,2235.0,199.0,2434.0
MT,Montana,2020-12-01,2020,U,Y,279013.0,251370.0,27643.0,122581.0,,3271.0,3271.0,2986.0,369.0,3355.0
MT,Montana,2021-01-01,2021,U,Y,281734.0,253955.0,27779.0,123505.0,,2809.0,2809.0,2797.0,441.0,3238.0
MT,Montana,2021-02-01,2021,U,Y,283599.0,255744.0,27855.0,124045.0,,2541.0,2541.0,2361.0,172.0,2533.0
MT,Montana,2021-03-01,2021,U,Y,285872.0,257889.0,27983.0,124657.0,,2710.0,2710.0,2415.0,202.0,2617.0
MT,Montana,2021-04-01,2021,U,Y,287662.0,259630.0,28032.0,125089.0,,2415.0,2415.0,2072.0,222.0,2294.0
MT,Montana,2021-05-01,2021,U,Y,289800.0,261658.0,28142.0,125628.0,,2378.0,2378.0,1706.0,108.0,1814.0
MT,Montana,2021-06-01,2021,U,Y,291344.0,263213.0,28131.0,125924.0,,2495.0,2495.0,1954.0,117.0,2071.0
MT,Montana,2021-07-01,2021,U,Y,291578.0,263429.0,28149.0,126003.0,,2509.0,2509.0,1955.0,117.0,2072.0
MT,Montana,2021-08-01,2021,U,Y,295377.0,267128.0,28249.0,126879.0,,2674.0,2674.0,1893.0,117.0,2010.0
MT,Montana,2021-09-01,2021,U,Y,296745.0,268484.0,28261.0,127232.0,,2508.0,2508.0,1980.0,160.0,2140.0
MT,Montana,2021-10-01,2021,U,Y,298138.0,269869.0,28269.0,127512.0,,2488.0,2488.0,1707.0,125.0,1832.0
MT,Montana,2021-11-01,2021,U,Y,300303.0,271974.0,28329.0,127827.0,,2708.0,2708.0,1746.0,126.0,1872.0
MT,Montana,2021-12-01,2021,U,Y,303304.0,274908.0,28396.0,128373.0,,2688.0,2688.0,1829.0,153.0,1982.0
MT,Montana,2022-01-01,2022,U,Y,305591.0,277093.0,28498.0,128901.0,,2700.0,2700.0,1952.0,180.0,2132.0
MT,Montana,2022-02-01,2022,U,Y,307088.0,278505.0,28583.0,129281.0,,2252.0,2252.0,1777.0,209.0,1986.0
MT,Montana,2022-03-01,2022,U,Y,308491.0,279929.0,28562.0,129594.0,,2622.0,2622.0,2221.0,200.0,2421.0
MT,Montana,2022-04-01,2022,U,Y,309924.0,281332.0,28592.0,129940.0,,2252.0,2252.0,1751.0,122.0,1873.0
MT,Montana,2022-05-01,2022,U,Y,311309.0,282755.0,28554.0,130221.0,,2316.0,2316.0,1680.0,110.0,1790.0
MT,Montana,2022-06-01,2022,U,Y,312515.0,284003.0,28512.0,130416.0,,2191.0,2191.0,1672.0,69.0,1741.0
MT,Montana,2022-07-01,2022,U,Y,313837.0,285325.0,28512.0,130669.0,,1877.0,1877.0,1393.0,93.0,1486.0
MT,Montana,2022-08-01,2022,U,Y,315377.0,286852.0,28525.0,130957.0,,2359.0,2359.0,1729.0,116.0,1845.0
MT,Montana,2022-09-01,2022,U,Y,319927.0,291360.0,28567.0,131242.0,,2074.0,2074.0,1816.0,112.0,1928.0
MT,Montana,2022-10-01,2022,U,Y,318138.0,289547.0,28591.0,131398.0,,2208.0,2208.0,1893.0,158.0,2051.0
MT,Montana,2022-11-01,2022,U,Y,324086.0,295445.0,28641.0,131684.0,,2264.0,2264.0,1539.0,110.0,1649.0
MT,Montana,2022-12-01,2022,U,Y,324866.0,296067.0,28799.0,132429.0,,2196.0,2196.0,1692.0,107.0,1799.0
MT,Montana,2023-01-01,2023,U,Y,327239.0,298346.0,28893.0,132903.0,,2430.0,2430.0,1960.0,228.0,2188.0
MT,Montana,2023-02-01,2023,U,Y,328565.0,299630.0,28935.0,133162.0,,1945.0,1945.0,1939.0,179.0,2118.0
MT,Montana,2023-03-01,2023,U,Y,329804.0,300888.0,28916.0,133382.0,,2313.0,2313.0,1990.0,132.0,2122.0
MT,Montana,2023-04-01,2023,U,Y,330590.0,301785.0,28805.0,133296.0,,2085.0,2085.0,1410.0,64.0,1474.0
MT,Montana,2023-05-01,2023,U,Y,330378.0,301776.0,28602.0,132804.0,,2855.0,2855.0,1533.0,80.0,1613.0
MT,Montana,2023-06-01,2023,U,Y,314959.0,287819.0,27140.0,127020.0,,3665.0,3665.0,1978.0,140.0,2118.0
MT,Montana,2023-07-01,2023,U,Y,297145.0,271577.0,25568.0,120341.0,,4229.0,4229.0,2459.0,138.0,2597.0
MT,Montana,2023-08-01,2023,U,Y,281817.0,257612.0,24205.0,115662.0,,5110.0,5110.0,3103.0,216.0,3319.0
MT,Montana,2023-09-01,2023,U,Y,266728.0,243804.0,22924.0,110733.0,,4947.0,4947.0,3223.0,193.0,3416.0
MT,Montana,2023-10-01,2023,U,Y,253078.0,231523.0,21555.0,106091.0,,5378.0,5378.0,3592.0,263.0,3855.0
MT,Montana,2023-11-01,2023,U,Y,247540.0,226633.0,20907.0,103982.0,,5175.0,5175.0,3469.0,263.0,3732.0
MT,Montana,2023-12-01,2023,U,Y,242142.0,221077.0,21065.0,100273.0,,4445.0,4445.0,3054.0,239.0,3293.0
MT,Montana,2024-01-01,2024,U,Y,239503.0,218316.0,21187.0,100214.0,,5395.0,5395.0,3759.0,365.0,4124.0
MT,Montana,2024-02-01,2024,U,Y,238365.0,217001.0,21364.0,100348.0,,4514.0,4514.0,3609.0,346.0,3955.0
MT,Montana,2024-03-01,2024,U,Y,236226.0,214580.0,21646.0,100083.0,,4100.0,4100.0,3572.0,360.0,3932.0
MT,Montana,2024-04-01,2024,U,Y,234855.0,213089.0,21766.0,99962.0,,4239.0,4239.0,3769.0,440.0,4209.0
MT,Montana,2024-05-01,2024,U,Y,233916.0,212111.0,21805.0,100437.0,,3903.0,3903.0,3490.0,457.0,3947.0
MT,Montana,2024-06-01,2024,U,Y,231083.0,209438.0,21645.0,99111.0,,3511.0,3511.0,3139.0,327.0,3466.0
MT,Montana,2024-07-01,2024,U,Y,226910.0,205343.0,21567.0,98016.0,128894.0,3924.0,3924.0,3179.0,326.0,3505.0
MT,Montana,2024-08-01,2024,U,Y,225565.0,204066.0,21499.0,97511.0,128054.0,4221.0,4221.0,3265.0,327.0,3592.0
MT,Montana,2024-09-01,2024,U,Y,229182.0,207459.0,21723.0,97780.0,131402.0,3931.0,3931.0,3180.0,334.0,3514.0
MT,Montana,2024-10-01,2024,U,Y,221595.0,200339.0,21256.0,96021.0,125574.0,4488.0,4488.0,3590.0,333.0,3923.0
MT,Montana,2024-11-01,2024,U,Y,219874.0,199026.0,20848.0,95101.0,124773.0,4255.0,4255.0,3029.0,208.0,3237.0
MT,Montana,2024-12-01,2024,U,Y,216770.0,196958.0,19812.0,91819.0,124951.0,4664.0,4664.0,3163.0,249.0,3412.0
MT,Montana,2025-01-01,2025,U,Y,214191.0,194027.0,20164.0,92639.0,121552.0,5292.0,5292.0,3536.0,387.0,3923.0
MT,Montana,2025-02-01,2025,U,Y,213918.0,193632.0,20286.0,92619.0,121299.0,3782.0,3782.0,3557.0,448.0,4005.0
MT,Montana,2025-03-01,2025,U,Y,215429.0,194674.0,20755.0,93526.0,121903.0,3948.0,3948.0,3926.0,472.0,4398.0
MT,Montana,2025-04-01,2025,U,Y,217801.0,196817.0,20984.0,94450.0,123351.0,3954.0,3954.0,4718.0,603.0,5321.0
MT,Montana,2025-05-01,2025,U,Y,218838.0,197553.0,21285.0,94871.0,123967.0,3519.0,3519.0,5218.0,625.0,5843.0
MT,Montana,2025-06-01,2025,U,Y,218953.0,197661.0,21292.0,95049.0,123904.0,3482.0,3482.0,4035.0,526.0,4561.0
MT,Montana,2025-07-01,2025,U,Y,217768.0,196605.0,21163.0,94432.0,123336.0,3478.0,3478.0,2949.0,268.0,3217.0
MT,Montana,2025-08-01,2025,U,Y,215391.0,194504.0,20887.0,93489.0,121902.0,3696.0,3696.0,2840.0,286.0,3126.0
MT,Montana,2025-09-01,2025,U,Y,214206.0,193524.0,20682.0,92761.0,121445.0,3940.0,3940.0,3059.0,303.0,3362.0
MT,Montana,2025-10-01,2025,U,Y,212952.0,192428.0,20524.0,92053.0,120899.0,4029.0,4029.0,3149.0,373.0,3522.0
MT,Montana,2025-11-01,2025,U,Y,213187.0,192806.0,20381.0,91574.0,121613.0,3207.0,3207.0,2271.0,227.0,2498.0
MT,Montana,2025-12-01,2025,U,Y,213386.0,193114.0,20272.0,91150.0,122236.0,4365.0,4365.0,2794.0,379.0,3173.0
MT,Montana,2026-01-01,2026,U,Y,212344.0,192093.0,20251.0,90791.0,121553.0,4526.0,4526.0,2875.0,365.0,3240.0
MT,Montana,2026-02-01,2026,P,N,208151.0,188346.0,19805.0,89255.0,118896.0,4019.0,4019.0,2902.0,372.0,3274.0
NC,North Carolina,2019-01-01,2019,U,Y,1911664.0,1636808.0,274856.0,1237622.0,,23960.0,23960.0,35059.0,4786.0,39845.0
NC,North Carolina,2019-02-01,2019,U,Y,1905081.0,1628737.0,276344.0,1234705.0,,20480.0,20480.0,30780.0,3808.0,34588.0
NC,North Carolina,2019-03-01,2019,U,Y,1898376.0,1621088.0,277288.0,1231950.0,,21212.0,21212.0,32061.0,3649.0,35710.0
NC,North Carolina,2019-04-01,2019,U,Y,1895037.0,1617144.0,277893.0,1230142.0,,20461.0,20461.0,30979.0,3326.0,34305.0
NC,North Carolina,2019-05-01,2019,U,Y,1889586.0,1610487.0,279099.0,1227564.0,,21538.0,21538.0,30746.0,3144.0,33890.0
NC,North Carolina,2019-06-01,2019,U,Y,1883694.0,1604254.0,279440.0,1223409.0,,21374.0,21374.0,28575.0,2744.0,31319.0
NC,North Carolina,2019-07-01,2019,U,Y,1883447.0,1603260.0,280187.0,1223464.0,,24319.0,24319.0,31858.0,3014.0,34872.0
NC,North Carolina,2019-08-01,2019,U,Y,1882620.0,1601334.0,281286.0,1223526.0,,24002.0,24002.0,35304.0,3334.0,38638.0
NC,North Carolina,2019-09-01,2019,U,Y,1877576.0,1595789.0,281787.0,1221201.0,,21395.0,21395.0,36405.0,4074.0,40479.0
NC,North Carolina,2019-10-01,2019,U,Y,1874809.0,1592012.0,282797.0,1219121.0,,24206.0,24206.0,36086.0,4051.0,40137.0
NC,North Carolina,2019-11-01,2019,U,Y,1868986.0,1585375.0,283611.0,1215973.0,,21684.0,21684.0,27137.0,2796.0,29933.0
NC,North Carolina,2019-12-01,2019,U,Y,1865183.0,1580474.0,284709.0,1214269.0,,22640.0,22640.0,27203.0,2814.0,30017.0
NC,North Carolina,2020-01-01,2020,U,Y,1865912.0,1580613.0,285299.0,1213047.0,,29422.0,29422.0,32901.0,3688.0,36589.0
NC,North Carolina,2020-02-01,2020,U,Y,1860901.0,1575514.0,285387.0,1209275.0,,23315.0,23315.0,29889.0,3088.0,32977.0
NC,North Carolina,2020-03-01,2020,U,Y,1858819.0,1573302.0,285517.0,1208360.0,,25902.0,25902.0,34923.0,3736.0,38659.0
NC,North Carolina,2020-04-01,2020,U,Y,1886198.0,1598066.0,288132.0,1217368.0,,27271.0,27271.0,40215.0,3513.0,43728.0
NC,North Carolina,2020-05-01,2020,U,Y,1902890.0,1614066.0,288824.0,1222588.0,,20237.0,20237.0,28580.0,2364.0,30944.0
NC,North Carolina,2020-06-01,2020,U,Y,1924638.0,1634149.0,290489.0,1231416.0,,22878.0,22878.0,27895.0,2453.0,30348.0
NC,North Carolina,2020-07-01,2020,U,Y,1947966.0,1655806.0,292160.0,1241532.0,,26948.0,26948.0,31761.0,2897.0,34658.0
NC,North Carolina,2020-08-01,2020,U,Y,1969650.0,1676671.0,292979.0,1251170.0,,27302.0,27302.0,31670.0,2969.0,34639.0
NC,North Carolina,2020-09-01,2020,U,Y,1990903.0,1697889.0,293014.0,1259537.0,,26658.0,26658.0,32606.0,2907.0,35513.0
NC,North Carolina,2020-10-01,2020,U,Y,2010420.0,1717562.0,292858.0,1267148.0,,27560.0,27560.0,32099.0,2746.0,34845.0
NC,North Carolina,2020-11-01,2020,U,Y,2031670.0,1737658.0,294012.0,1276424.0,,26371.0,26371.0,26965.0,2492.0,29457.0
NC,North Carolina,2020-12-01,2020,U,Y,2054635.0,1758337.0,296298.0,1286831.0,,26988.0,26988.0,32133.0,3676.0,35809.0
NC,North Carolina,2021-01-01,2021,U,Y,2072578.0,1775402.0,297176.0,1293252.0,,27583.0,27583.0,31875.0,3850.0,35725.0
NC,North Carolina,2021-02-01,2021,U,Y,2089409.0,1791059.0,298350.0,1299639.0,,23500.0,23500.0,28653.0,2669.0,31322.0
NC,North Carolina,2021-03-01,2021,U,Y,2104622.0,1805029.0,299593.0,1305430.0,,25053.0,25053.0,31939.0,2635.0,34574.0
NC,North Carolina,2021-04-01,2021,U,Y,2118526.0,1817207.0,301319.0,1310100.0,,21938.0,21938.0,26761.0,2206.0,28967.0
NC,North Carolina,2021-05-01,2021,U,Y,2132099.0,1830057.0,302042.0,1313896.0,,22185.0,22185.0,25196.0,2024.0,27220.0
NC,North Carolina,2021-06-01,2021,U,Y,2147696.0,1845022.0,302674.0,1318680.0,,23278.0,23278.0,27948.0,2247.0,30195.0
NC,North Carolina,2021-07-01,2021,U,Y,2163631.0,1861008.0,302623.0,1323301.0,,24052.0,24052.0,27251.0,2173.0,29424.0
NC,North Carolina,2021-08-01,2021,U,Y,2180093.0,1877263.0,302830.0,1329037.0,,26195.0,26195.0,29650.0,2551.0,32201.0
NC,North Carolina,2021-09-01,2021,U,Y,2195662.0,1893273.0,302389.0,1333958.0,,24230.0,24230.0,28808.0,2426.0,31234.0
NC,North Carolina,2021-10-01,2021,U,Y,2209356.0,1907965.0,301391.0,1337719.0,,24242.0,24242.0,26904.0,2120.0,29024.0
NC,North Carolina,2021-11-01,2021,U,Y,2225504.0,1924745.0,300759.0,1342916.0,,26647.0,26647.0,27228.0,2321.0,29549.0
NC,North Carolina,2021-12-01,2021,U,Y,2241778.0,1942012.0,299766.0,1348483.0,,26386.0,26386.0,28188.0,2581.0,30769.0
NC,North Carolina,2022-01-01,2022,U,Y,2256621.0,1958497.0,298124.0,1352280.0,,25403.0,25403.0,30485.0,2647.0,33132.0
NC,North Carolina,2022-02-01,2022,U,Y,2267769.0,1970860.0,296909.0,1354891.0,,22627.0,22627.0,27656.0,2164.0,29820.0
NC,North Carolina,2022-03-01,2022,U,Y,2278626.0,1982691.0,295935.0,1358455.0,,24693.0,24693.0,29327.0,2080.0,31407.0
NC,North Carolina,2022-04-01,2022,U,Y,2288477.0,1993469.0,295008.0,1360560.0,,22445.0,22445.0,24781.0,1689.0,26470.0
NC,North Carolina,2022-05-01,2022,U,Y,2300121.0,2005914.0,294207.0,1363371.0,,23133.0,23133.0,26580.0,2006.0,28586.0
NC,North Carolina,2022-06-01,2022,U,Y,2313358.0,2019146.0,294212.0,1367175.0,,26586.0,26586.0,29987.0,2082.0,32069.0
NC,North Carolina,2022-07-01,2022,U,Y,2327362.0,2033359.0,294003.0,1371676.0,,26806.0,26806.0,30746.0,2179.0,32925.0
NC,North Carolina,2022-08-01,2022,U,Y,2343905.0,2049065.0,294840.0,1378021.0,,29339.0,29339.0,36615.0,2601.0,39216.0
NC,North Carolina,2022-09-01,2022,U,Y,2357481.0,2061990.0,295491.0,1382236.0,,26866.0,26866.0,34289.0,2470.0,36759.0
NC,North Carolina,2022-10-01,2022,U,Y,2370712.0,2074274.0,296438.0,1385758.0,,26157.0,26157.0,32910.0,2424.0,35334.0
NC,North Carolina,2022-11-01,2022,U,Y,2387289.0,2089376.0,297913.0,1391222.0,,28995.0,28995.0,33766.0,2526.0,36292.0
NC,North Carolina,2022-12-01,2022,U,Y,2401986.0,2102987.0,298999.0,1396747.0,,27687.0,27687.0,34406.0,2984.0,37390.0
NC,North Carolina,2023-01-01,2023,U,Y,2417024.0,2116889.0,300135.0,1401747.0,,30119.0,30119.0,39089.0,3367.0,42456.0
NC,North Carolina,2023-02-01,2023,U,Y,2427234.0,2127133.0,300101.0,1403866.0,,23649.0,23649.0,32165.0,2514.0,34679.0
NC,North Carolina,2023-03-01,2023,U,Y,2437862.0,2137561.0,300301.0,1406831.0,,27031.0,27031.0,34659.0,2689.0,37348.0
NC,North Carolina,2023-04-01,2023,U,Y,2447186.0,2142263.0,304923.0,1409308.0,,23355.0,23355.0,28643.0,2125.0,30768.0
NC,North Carolina,2023-05-01,2023,U,Y,2459416.0,2152456.0,306960.0,1413809.0,,26677.0,26677.0,32881.0,2651.0,35532.0
NC,North Carolina,2023-06-01,2023,U,Y,2410507.0,2101920.0,308587.0,1395533.0,,25447.0,25447.0,33295.0,2822.0,36117.0
NC,North Carolina,2023-07-01,2023,U,Y,2392688.0,2081414.0,311274.0,1388873.0,,25910.0,25910.0,33147.0,2673.0,35820.0
NC,North Carolina,2023-08-01,2023,U,Y,2380800.0,2066472.0,314328.0,1385349.0,,29185.0,29185.0,39189.0,3472.0,42661.0
NC,North Carolina,2023-09-01,2023,U,Y,2365169.0,2047795.0,317374.0,1379978.0,,26457.0,26457.0,36559.0,3310.0,39869.0
NC,North Carolina,2023-10-01,2023,U,Y,2352785.0,2032410.0,320375.0,1376203.0,,28503.0,28503.0,40362.0,3524.0,43886.0
NC,North Carolina,2023-11-01,2023,U,Y,2338599.0,2014562.0,324037.0,1372542.0,,30574.0,30574.0,39417.0,3879.0,43296.0
NC,North Carolina,2023-12-01,2023,U,Y,2655404.0,2327223.0,328181.0,1372290.0,,39015.0,39015.0,53602.0,4508.0,58110.0
NC,North Carolina,2024-01-01,2024,U,Y,2681619.0,2345550.0,336069.0,1379157.0,,40678.0,40678.0,73709.0,5505.0,79214.0
NC,North Carolina,2024-02-01,2024,U,Y,2698210.0,2357133.0,341077.0,1383446.0,,32358.0,32358.0,63472.0,4719.0,68191.0
NC,North Carolina,2024-03-01,2024,U,Y,2713561.0,2367915.0,345646.0,1388071.0,,30823.0,30823.0,50633.0,3740.0,54373.0
NC,North Carolina,2024-04-01,2024,U,Y,2731391.0,2385695.0,345696.0,1392187.0,,31728.0,31728.0,51342.0,3636.0,54978.0
NC,North Carolina,2024-05-01,2024,U,Y,2739061.0,2394062.0,344999.0,1395554.0,,30299.0,30299.0,48382.0,3409.0,51791.0
NC,North Carolina,2024-06-01,2024,U,Y,2739500.0,2394470.0,345030.0,1381887.0,,29332.0,29332.0,44207.0,2991.0,47198.0
NC,North Carolina,2024-07-01,2024,U,Y,2745218.0,2400807.0,344411.0,1388317.0,1356901.0,32218.0,32218.0,48760.0,3133.0,51893.0
NC,North Carolina,2024-08-01,2024,U,Y,2765993.0,2422122.0,343871.0,1403480.0,1362513.0,33460.0,33460.0,50774.0,3531.0,54305.0
NC,North Carolina,2024-09-01,2024,U,Y,2779248.0,2435363.0,343885.0,1408234.0,1371014.0,30407.0,30407.0,47140.0,3043.0,50183.0
NC,North Carolina,2024-10-01,2024,U,Y,2790607.0,2446590.0,344017.0,1412808.0,1377799.0,32746.0,32746.0,51270.0,3574.0,54844.0
NC,North Carolina,2024-11-01,2024,U,Y,2814193.0,2468712.0,345481.0,1418526.0,1395667.0,32114.0,32114.0,44430.0,3145.0,47575.0
NC,North Carolina,2024-12-01,2024,U,Y,2845108.0,2497522.0,347586.0,1425297.0,1419811.0,33299.0,33299.0,47282.0,3277.0,50559.0
NC,North Carolina,2025-01-01,2025,U,Y,2863313.0,2514937.0,348376.0,1430361.0,1432952.0,38184.0,38184.0,54172.0,3536.0,57708.0
NC,North Carolina,2025-02-01,2025,U,Y,2863257.0,2515649.0,347608.0,1433011.0,1430246.0,28955.0,28955.0,47308.0,2863.0,50171.0
NC,North Carolina,2025-03-01,2025,U,Y,2869860.0,2522468.0,347392.0,1435079.0,1434781.0,29409.0,29409.0,46655.0,2646.0,49301.0
NC,North Carolina,2025-04-01,2025,U,Y,2877267.0,2530876.0,346391.0,1436790.0,1440477.0,30425.0,30425.0,45205.0,2924.0,48129.0
NC,North Carolina,2025-05-01,2025,U,Y,2881447.0,2534269.0,347178.0,1438227.0,1443220.0,29210.0,29210.0,45053.0,3162.0,48215.0
NC,North Carolina,2025-06-01,2025,U,Y,2883870.0,2536796.0,347074.0,1440033.0,1443837.0,27810.0,27810.0,43920.0,3052.0,46972.0
NC,North Carolina,2025-07-01,2025,U,Y,2887045.0,2540321.0,346724.0,1442064.0,1444981.0,31277.0,31277.0,44946.0,3163.0,48109.0
NC,North Carolina,2025-08-01,2025,U,Y,2885483.0,2537907.0,347576.0,1439069.0,1446414.0,29581.0,29581.0,42532.0,2985.0,45517.0
NC,North Carolina,2025-09-01,2025,U,Y,2883258.0,2535360.0,347898.0,1435760.0,1447498.0,30522.0,30522.0,43507.0,3156.0,46663.0
NC,North Carolina,2025-10-01,2025,U,Y,2877160.0,2529637.0,347523.0,1431243.0,1445917.0,29876.0,29876.0,43280.0,3437.0,46717.0
NC,North Carolina,2025-11-01,2025,U,Y,2873645.0,2527040.0,346605.0,1425187.0,1448458.0,29138.0,29138.0,34399.0,2693.0,37092.0
NC,North Carolina,2025-12-01,2025,U,Y,2881668.0,2535205.0,346463.0,1422749.0,1458919.0,34481.0,34481.0,42017.0,3543.0,45560.0
NC,North Carolina,2026-01-01,2026,U,Y,2874440.0,2528918.0,345522.0,1413754.0,1460686.0,35914.0,35914.0,43728.0,3747.0,47475.0
NC,North Carolina,2026-02-01,2026,P,N,2849341.0,2503652.0,345689.0,1402085.0,1447256.0,30062.0,30062.0,41407.0,3485.0,44892.0
ND,North Dakota,2019-01-01,2019,U,Y,91060.0,88885.0,2175.0,43113.0,,2187.0,2187.0,2198.0,64.0,2262.0
ND,North Dakota,2019-02-01,2019,U,Y,90765.0,88622.0,2143.0,43014.0,,1810.0,1810.0,1791.0,45.0,1836.0
ND,North Dakota,2019-03-01,2019,U,Y,91995.0,89842.0,2153.0,43254.0,,2721.0,2721.0,1875.0,36.0,1911.0
ND,North Dakota,2019-04-01,2019,U,Y,90593.0,88472.0,2121.0,42373.0,,2456.0,2456.0,2429.0,56.0,2485.0
ND,North Dakota,2019-05-01,2019,U,Y,92207.0,90121.0,2086.0,43111.0,,2243.0,2243.0,2475.0,66.0,2541.0
ND,North Dakota,2019-06-01,2019,U,Y,90107.0,88010.0,2097.0,42203.0,,1824.0,1824.0,2046.0,52.0,2098.0
ND,North Dakota,2019-07-01,2019,U,Y,89895.0,87799.0,2096.0,42191.0,,2090.0,2090.0,2312.0,70.0,2382.0
ND,North Dakota,2019-08-01,2019,U,Y,89842.0,87711.0,2131.0,42251.0,,2254.0,2254.0,2495.0,83.0,2578.0
ND,North Dakota,2019-09-01,2019,U,Y,89537.0,87404.0,2133.0,42183.0,,2101.0,2101.0,2322.0,78.0,2400.0
ND,North Dakota,2019-10-01,2019,U,Y,91269.0,89138.0,2131.0,42921.0,,2524.0,2524.0,2455.0,66.0,2521.0
ND,North Dakota,2019-11-01,2019,U,Y,89466.0,87371.0,2095.0,42090.0,,2669.0,2669.0,2488.0,35.0,2523.0
ND,North Dakota,2019-12-01,2019,U,Y,89370.0,87341.0,2029.0,42063.0,,2821.0,2821.0,2299.0,87.0,2386.0
ND,North Dakota,2020-01-01,2020,U,Y,89890.0,87668.0,2222.0,42494.0,,2384.0,2384.0,2579.0,94.0,2673.0
ND,North Dakota,2020-02-01,2020,U,Y,89991.0,87760.0,2231.0,42563.0,,1912.0,1912.0,2316.0,98.0,2414.0
ND,North Dakota,2020-03-01,2020,U,Y,91884.0,89559.0,2325.0,43708.0,,2702.0,2702.0,2280.0,65.0,2345.0
ND,North Dakota,2020-04-01,2020,U,Y,92690.0,90377.0,2313.0,44044.0,,2428.0,2428.0,2710.0,75.0,2785.0
ND,North Dakota,2020-05-01,2020,U,Y,95867.0,93488.0,2379.0,45446.0,,2006.0,2006.0,1849.0,71.0,1920.0
ND,North Dakota,2020-06-01,2020,U,Y,96757.0,94369.0,2388.0,45832.0,,2115.0,2115.0,1788.0,51.0,1839.0
ND,North Dakota,2020-07-01,2020,U,Y,98657.0,96231.0,2426.0,46568.0,,2144.0,2144.0,1927.0,60.0,1987.0
ND,North Dakota,2020-08-01,2020,U,Y,103212.0,100713.0,2499.0,48334.0,,2833.0,2833.0,2313.0,54.0,2367.0
