state_abbreviation,state_name,reporting_month,flag_type,flag_description,metric_name,metric_value,comparison_value,interpretation_note
AL,Alabama,2021-07-01,large_determinations_spike,Eligibility determinations are above this state's recent monthly pattern.,total_medicaid_and_chip_determinations,14382.000000,11162.750000,"Review flag only; determinations are descriptive operational indicators, not performance scores."
AL,Alabama,2021-08-01,large_determinations_spike,Eligibility determinations are above this state's recent monthly pattern.,total_medicaid_and_chip_determinations,15249.000000,11489.583333,"Review flag only; determinations are descriptive operational indicators, not performance scores."
AL,Alabama,2022-08-01,large_applications_spike,Applications submitted are above this state's recent monthly pattern.,total_applications_for_financial_assistance_submitted_at_state_level,8413.000000,7132.000000,"Review flag only; applications are descriptive operational indicators, not performance scores."
AL,Alabama,2023-07-01,large_applications_spike,Applications submitted are above this state's recent monthly pattern.,total_applications_for_financial_assistance_submitted_at_state_level,8563.000000,7265.666667,"Review flag only; applications are descriptive operational indicators, not performance scores."
AL,Alabama,2023-07-01,large_determinations_spike,Eligibility determinations are above this state's recent monthly pattern.,total_medicaid_and_chip_determinations,14236.000000,12174.416667,"Review flag only; determinations are descriptive operational indicators, not performance scores."
AL,Alabama,2023-07-01,large_month_over_month_enrollment_change,Monthly enrollment change differs from this state's historical monthly pattern.,monthly_total_medicaid_chip_enrollment_change,-20162.000000,336.458824,Review flag only; this does not identify a cause or indicate performance.
AL,Alabama,2023-08-01,large_applications_spike,Applications submitted are above this state's recent monthly pattern.,total_applications_for_financial_assistance_submitted_at_state_level,10421.000000,7381.416667,"Review flag only; applications are descriptive operational indicators, not performance scores."
AL,Alabama,2023-08-01,large_determinations_spike,Eligibility determinations are above this state's recent monthly pattern.,total_medicaid_and_chip_determinations,18003.000000,12297.666667,"Review flag only; determinations are descriptive operational indicators, not performance scores."
AL,Alabama,2023-08-01,large_month_over_month_enrollment_change,Monthly enrollment change differs from this state's historical monthly pattern.,monthly_total_medicaid_chip_enrollment_change,-22037.000000,336.458824,Review flag only; this does not identify a cause or indicate performance.
AL,Alabama,2023-09-01,large_month_over_month_enrollment_change,Monthly enrollment change differs from this state's historical monthly pattern.,monthly_total_medicaid_chip_enrollment_change,-21367.000000,336.458824,Review flag only; this does not identify a cause or indicate performance.
AL,Alabama,2023-10-01,large_applications_spike,Applications submitted are above this state's recent monthly pattern.,total_applications_for_financial_assistance_submitted_at_state_level,10213.000000,7729.416667,"Review flag only; applications are descriptive operational indicators, not performance scores."
AL,Alabama,2024-04-01,large_month_over_month_enrollment_change,Monthly enrollment change differs from this state's historical monthly pattern.,monthly_total_medicaid_chip_enrollment_change,-25533.000000,336.458824,Review flag only; this does not identify a cause or indicate performance.
AL,Alabama,2024-05-01,large_month_over_month_enrollment_change,Monthly enrollment change differs from this state's historical monthly pattern.,monthly_total_medicaid_chip_enrollment_change,-18525.000000,336.458824,Review flag only; this does not identify a cause or indicate performance.
AL,Alabama,2024-06-01,large_month_over_month_enrollment_change,Monthly enrollment change differs from this state's historical monthly pattern.,monthly_total_medicaid_chip_enrollment_change,-21989.000000,336.458824,Review flag only; this does not identify a cause or indicate performance.
AL,Alabama,2024-09-01,large_applications_spike,Applications submitted are above this state's recent monthly pattern.,total_applications_for_financial_assistance_submitted_at_state_level,13271.000000,10560.250000,"Review flag only; applications are descriptive operational indicators, not performance scores."
AL,Alabama,2024-10-01,large_applications_spike,Applications submitted are above this state's recent monthly pattern.,total_applications_for_financial_assistance_submitted_at_state_level,13802.000000,10897.750000,"Review flag only; applications are descriptive operational indicators, not performance scores."
AL,Alabama,2025-01-01,large_applications_spike,Applications submitted are above this state's recent monthly pattern.,total_applications_for_financial_assistance_submitted_at_state_level,15654.000000,11680.000000,"Review flag only; applications are descriptive operational indicators, not performance scores."
AL,Alabama,2026-01-01,large_applications_spike,Applications submitted are above this state's recent monthly pattern.,total_applications_for_financial_assistance_submitted_at_state_level,15487.000000,13185.250000,"Review flag only; applications are descriptive operational indicators, not performance scores."
AL,Alabama,2026-02-01,high_missingness_caution,State has elevated missingness across preserved dashboard fields.,missingness_percent,15.700000,10.000000,"Review flag only; missingness should guide caution, not state performance labeling."
AL,Alabama,2026-02-01,latest_month_preliminary_reporting_caution,Latest month is preliminary and may be revised in later source updates.,latest_month_preliminary_status,,,Review flag only; preliminary reporting affects interpretation of the latest month.
AR,Arkansas,2019-08-01,large_determinations_spike,Eligibility determinations are above this state's recent monthly pattern.,total_medicaid_and_chip_determinations,16830.000000,9387.000000,"Review flag only; determinations are descriptive operational indicators, not performance scores."
AR,Arkansas,2019-10-01,large_determinations_spike,Eligibility determinations are above this state's recent monthly pattern.,total_medicaid_and_chip_determinations,28813.000000,10600.444444,"Review flag only; determinations are descriptive operational indicators, not performance scores."
AR,Arkansas,2019-11-01,large_applications_spike,Applications submitted are above this state's recent monthly pattern.,total_applications_for_financial_assistance_submitted_at_state_level,28421.000000,20874.900000,"Review flag only; applications are descriptive operational indicators, not performance scores."
AR,Arkansas,2019-12-01,large_applications_spike,Applications submitted are above this state's recent monthly pattern.,total_applications_for_financial_assistance_submitted_at_state_level,30851.000000,21560.909091,"Review flag only; applications are descriptive operational indicators, not performance scores."
AR,Arkansas,2022-02-01,large_determinations_spike,Eligibility determinations are above this state's recent monthly pattern.,total_medicaid_and_chip_determinations,10423.000000,7705.166667,"Review flag only; determinations are descriptive operational indicators, not performance scores."
AR,Arkansas,2022-03-01,large_determinations_spike,Eligibility determinations are above this state's recent monthly pattern.,total_medicaid_and_chip_determinations,13527.000000,8031.500000,"Review flag only; determinations are descriptive operational indicators, not performance scores."
AR,Arkansas,2022-08-01,large_applications_spike,Applications submitted are above this state's recent monthly pattern.,total_applications_for_financial_assistance_submitted_at_state_level,15043.000000,12158.666667,"Review flag only; applications are descriptive operational indicators, not performance scores."
AR,Arkansas,2023-03-01,large_applications_spike,Applications submitted are above this state's recent monthly pattern.,total_applications_for_financial_assistance_submitted_at_state_level,16606.000000,13059.000000,"Review flag only; applications are descriptive operational indicators, not performance scores."
AR,Arkansas,2023-04-01,large_applications_spike,Applications submitted are above this state's recent monthly pattern.,total_applications_for_financial_assistance_submitted_at_state_level,18761.000000,13400.083333,"Review flag only; applications are descriptive operational indicators, not performance scores."
AR,Arkansas,2023-05-01,large_applications_spike,Applications submitted are above this state's recent monthly pattern.,total_applications_for_financial_assistance_submitted_at_state_level,22059.000000,13984.916667,"Review flag only; applications are descriptive operational indicators, not performance scores."
AR,Arkansas,2023-05-01,large_month_over_month_enrollment_change,Monthly enrollment change differs from this state's historical monthly pattern.,monthly_total_medicaid_chip_enrollment_change,-48939.000000,-610.141176,Review flag only; this does not identify a cause or indicate performance.
AR,Arkansas,2023-06-01,large_applications_spike,Applications submitted are above this state's recent monthly pattern.,total_applications_for_financial_assistance_submitted_at_state_level,22172.000000,14784.000000,"Review flag only; applications are descriptive operational indicators, not performance scores."
AR,Arkansas,2023-06-01,large_determinations_spike,Eligibility determinations are above this state's recent monthly pattern.,total_medicaid_and_chip_determinations,13195.000000,10167.666667,"Review flag only; determinations are descriptive operational indicators, not performance scores."
AR,Arkansas,2023-06-01,large_month_over_month_enrollment_change,Monthly enrollment change differs from this state's historical monthly pattern.,monthly_total_medicaid_chip_enrollment_change,-42498.000000,-610.141176,Review flag only; this does not identify a cause or indicate performance.
AR,Arkansas,2023-07-01,large_applications_spike,Applications submitted are above this state's recent monthly pattern.,total_applications_for_financial_assistance_submitted_at_state_level,22943.000000,15520.250000,"Review flag only; applications are descriptive operational indicators, not performance scores."
AR,Arkansas,2023-07-01,large_determinations_spike,Eligibility determinations are above this state's recent monthly pattern.,total_medicaid_and_chip_determinations,13498.000000,10551.166667,"Review flag only; determinations are descriptive operational indicators, not performance scores."
AR,Arkansas,2023-07-01,large_month_over_month_enrollment_change,Monthly enrollment change differs from this state's historical monthly pattern.,monthly_total_medicaid_chip_enrollment_change,-45957.000000,-610.141176,Review flag only; this does not identify a cause or indicate performance.
AR,Arkansas,2023-08-01,large_applications_spike,Applications submitted are above this state's recent monthly pattern.,total_applications_for_financial_assistance_submitted_at_state_level,28666.000000,16343.833333,"Review flag only; applications are descriptive operational indicators, not performance scores."
AR,Arkansas,2023-08-01,large_determinations_spike,Eligibility determinations are above this state's recent monthly pattern.,total_medicaid_and_chip_determinations,20597.000000,11032.666667,"Review flag only; determinations are descriptive operational indicators, not performance scores."
AR,Arkansas,2023-08-01,large_month_over_month_enrollment_change,Monthly enrollment change differs from this state's historical monthly pattern.,monthly_total_medicaid_chip_enrollment_change,-43775.000000,-610.141176,Review flag only; this does not identify a cause or indicate performance.
AR,Arkansas,2023-09-01,large_determinations_spike,Eligibility determinations are above this state's recent monthly pattern.,total_medicaid_and_chip_determinations,23103.000000,11870.916667,"Review flag only; determinations are descriptive operational indicators, not performance scores."
AR,Arkansas,2023-10-01,large_determinations_spike,Eligibility determinations are above this state's recent monthly pattern.,total_medicaid_and_chip_determinations,24317.000000,12993.416667,"Review flag only; determinations are descriptive operational indicators, not performance scores."
AR,Arkansas,2023-12-01,large_month_over_month_enrollment_change,Monthly enrollment change differs from this state's historical monthly pattern.,monthly_total_medicaid_chip_enrollment_change,-24973.000000,-610.141176,Review flag only; this does not identify a cause or indicate performance.
AR,Arkansas,2024-10-01,large_determinations_spike,Eligibility determinations are above this state's recent monthly pattern.,total_medicaid_and_chip_determinations,40783.000000,18550.333333,"Review flag only; determinations are descriptive operational indicators, not performance scores."
AR,Arkansas,2026-01-01,large_determinations_spike,Eligibility determinations are above this state's recent monthly pattern.,total_medicaid_and_chip_determinations,17407.000000,14637.916667,"Review flag only; determinations are descriptive operational indicators, not performance scores."
AR,Arkansas,2026-02-01,high_missingness_caution,State has elevated missingness across preserved dashboard fields.,missingness_percent,15.700000,10.000000,"Review flag only; missingness should guide caution, not state performance labeling."
AR,Arkansas,2026-02-01,latest_month_preliminary_reporting_caution,Latest month is preliminary and may be revised in later source updates.,latest_month_preliminary_status,,,Review flag only; preliminary reporting affects interpretation of the latest month.
AZ,Arizona,2023-05-01,large_applications_spike,Applications submitted are above this state's recent monthly pattern.,total_applications_for_financial_assistance_submitted_at_state_level,118108.000000,94785.000000,"Review flag only; applications are descriptive operational indicators, not performance scores."
AZ,Arizona,2023-06-01,large_applications_spike,Applications submitted are above this state's recent monthly pattern.,total_applications_for_financial_assistance_submitted_at_state_level,121839.000000,97908.000000,"Review flag only; applications are descriptive operational indicators, not performance scores."
AZ,Arizona,2023-06-01,large_month_over_month_enrollment_change,Monthly enrollment change differs from this state's historical monthly pattern.,monthly_total_medicaid_chip_enrollment_change,-101924.000000,-733.047059,Review flag only; this does not identify a cause or indicate performance.
AZ,Arizona,2023-08-01,large_applications_spike,Applications submitted are above this state's recent monthly pattern.,total_applications_for_financial_assistance_submitted_at_state_level,125644.000000,102915.083333,"Review flag only; applications are descriptive operational indicators, not performance scores."
AZ,Arizona,2023-09-01,large_month_over_month_enrollment_change,Monthly enrollment change differs from this state's historical monthly pattern.,monthly_total_medicaid_chip_enrollment_change,-92135.000000,-733.047059,Review flag only; this does not identify a cause or indicate performance.
AZ,Arizona,2023-10-01,large_applications_spike,Applications submitted are above this state's recent monthly pattern.,total_applications_for_financial_assistance_submitted_at_state_level,131093.000000,105521.000000,"Review flag only; applications are descriptive operational indicators, not performance scores."
AZ,Arizona,2024-02-01,large_determinations_spike,Eligibility determinations are above this state's recent monthly pattern.,total_medicaid_and_chip_determinations,34292.000000,3292.333333,"Review flag only; determinations are descriptive operational indicators, not performance scores."
AZ,Arizona,2025-01-01,large_determinations_spike,Eligibility determinations are above this state's recent monthly pattern.,total_medicaid_and_chip_determinations,43547.000000,37222.333333,"Review flag only; determinations are descriptive operational indicators, not performance scores."
AZ,Arizona,2025-11-01,large_applications_spike,Applications submitted are above this state's recent monthly pattern.,total_applications_for_financial_assistance_submitted_at_state_level,47172.000000,36822.416667,"Review flag only; applications are descriptive operational indicators, not performance scores."
AZ,Arizona,2025-12-01,large_applications_spike,Applications submitted are above this state's recent monthly pattern.,total_applications_for_financial_assistance_submitted_at_state_level,52820.000000,37171.333333,"Review flag only; applications are descriptive operational indicators, not performance scores."
AZ,Arizona,2026-02-01,high_missingness_caution,State has elevated missingness across preserved dashboard fields.,missingness_percent,15.830000,10.000000,"Review flag only; missingness should guide caution, not state performance labeling."
AZ,Arizona,2026-02-01,latest_month_preliminary_reporting_caution,Latest month is preliminary and may be revised in later source updates.,latest_month_preliminary_status,,,Review flag only; preliminary reporting affects interpretation of the latest month.
CA,California,2020-02-01,large_determinations_spike,Eligibility determinations are above this state's recent monthly pattern.,total_medicaid_and_chip_determinations,199862.000000,169665.416667,"Review flag only; determinations are descriptive operational indicators, not performance scores."
CA,California,2022-11-01,large_applications_spike,Applications submitted are above this state's recent monthly pattern.,total_applications_for_financial_assistance_submitted_at_state_level,187708.000000,144237.666667,"Review flag only; applications are descriptive operational indicators, not performance scores."
CA,California,2023-08-01,large_determinations_spike,Eligibility determinations are above this state's recent monthly pattern.,total_medicaid_and_chip_determinations,148791.000000,121694.416667,"Review flag only; determinations are descriptive operational indicators, not performance scores."
CA,California,2023-09-01,large_month_over_month_enrollment_change,Monthly enrollment change differs from this state's historical monthly pattern.,monthly_total_medicaid_chip_enrollment_change,-177543.000000,6276.811765,Review flag only; this does not identify a cause or indicate performance.
CA,California,2023-10-01,large_applications_spike,Applications submitted are above this state's recent monthly pattern.,total_applications_for_financial_assistance_submitted_at_state_level,196576.000000,154384.833333,"Review flag only; applications are descriptive operational indicators, not performance scores."
CA,California,2023-11-01,large_applications_spike,Applications submitted are above this state's recent monthly pattern.,total_applications_for_financial_assistance_submitted_at_state_level,234211.000000,158740.583333,"Review flag only; applications are descriptive operational indicators, not performance scores."
CA,California,2023-12-01,large_applications_spike,Applications submitted are above this state's recent monthly pattern.,total_applications_for_financial_assistance_submitted_at_state_level,271773.000000,162615.833333,"Review flag only; applications are descriptive operational indicators, not performance scores."
CA,California,2023-12-01,large_determinations_spike,Eligibility determinations are above this state's recent monthly pattern.,total_medicaid_and_chip_determinations,148916.000000,128094.333333,"Review flag only; determinations are descriptive operational indicators, not performance scores."
CA,California,2023-12-01,large_month_over_month_enrollment_change,Monthly enrollment change differs from this state's historical monthly pattern.,monthly_total_medicaid_chip_enrollment_change,-171058.000000,6276.811765,Review flag only; this does not identify a cause or indicate performance.
CA,California,2024-01-01,large_applications_spike,Applications submitted are above this state's recent monthly pattern.,total_applications_for_financial_assistance_submitted_at_state_level,283728.000000,171512.500000,"Review flag only; applications are descriptive operational indicators, not performance scores."
CA,California,2024-01-01,large_determinations_spike,Eligibility determinations are above this state's recent monthly pattern.,total_medicaid_and_chip_determinations,204473.000000,130557.583333,"Review flag only; determinations are descriptive operational indicators, not performance scores."
CA,California,2024-02-01,large_determinations_spike,Eligibility determinations are above this state's recent monthly pattern.,total_medicaid_and_chip_determinations,200393.000000,136940.333333,"Review flag only; determinations are descriptive operational indicators, not performance scores."
CA,California,2024-03-01,large_determinations_spike,Eligibility determinations are above this state's recent monthly pattern.,total_medicaid_and_chip_determinations,216109.000000,143853.333333,"Review flag only; determinations are descriptive operational indicators, not performance scores."
CA,California,2024-12-01,large_applications_spike,Applications submitted are above this state's recent monthly pattern.,total_applications_for_financial_assistance_submitted_at_state_level,303369.000000,226036.416667,"Review flag only; applications are descriptive operational indicators, not performance scores."
CA,California,2025-11-01,large_month_over_month_enrollment_change,Monthly enrollment change differs from this state's historical monthly pattern.,monthly_total_medicaid_chip_enrollment_change,-411510.000000,6276.811765,Review flag only; this does not identify a cause or indicate performance.
CA,California,2026-02-01,high_missingness_caution,State has elevated missingness across preserved dashboard fields.,missingness_percent,15.700000,10.000000,"Review flag only; missingness should guide caution, not state performance labeling."
CA,California,2026-02-01,large_month_over_month_enrollment_change,Monthly enrollment change differs from this state's historical monthly pattern.,monthly_total_medicaid_chip_enrollment_change,-228954.000000,6276.811765,Review flag only; this does not identify a cause or indicate performance.
CA,California,2026-02-01,latest_month_preliminary_reporting_caution,Latest month is preliminary and may be revised in later source updates.,latest_month_preliminary_status,,,Review flag only; preliminary reporting affects interpretation of the latest month.
CO,Colorado,2020-03-01,large_applications_spike,Applications submitted are above this state's recent monthly pattern.,total_applications_for_financial_assistance_submitted_at_state_level,29547.000000,23833.583333,"Review flag only; applications are descriptive operational indicators, not performance scores."
CO,Colorado,2020-03-01,large_determinations_spike,Eligibility determinations are above this state's recent monthly pattern.,total_medicaid_and_chip_determinations,23275.000000,19710.833333,"Review flag only; determinations are descriptive operational indicators, not performance scores."
CO,Colorado,2020-04-01,large_determinations_spike,Eligibility determinations are above this state's recent monthly pattern.,total_medicaid_and_chip_determinations,24374.000000,19985.916667,"Review flag only; determinations are descriptive operational indicators, not performance scores."
CO,Colorado,2022-08-01,large_determinations_spike,Eligibility determinations are above this state's recent monthly pattern.,total_medicaid_and_chip_determinations,13844.000000,10935.833333,"Review flag only; determinations are descriptive operational indicators, not performance scores."
CO,Colorado,2023-01-01,large_applications_spike,Applications submitted are above this state's recent monthly pattern.,total_applications_for_financial_assistance_submitted_at_state_level,15558.000000,13270.333333,"Review flag only; applications are descriptive operational indicators, not performance scores."
CO,Colorado,2023-03-01,large_determinations_spike,Eligibility determinations are above this state's recent monthly pattern.,total_medicaid_and_chip_determinations,17254.000000,11687.750000,"Review flag only; determinations are descriptive operational indicators, not performance scores."
CO,Colorado,2023-06-01,large_applications_spike,Applications submitted are above this state's recent monthly pattern.,total_applications_for_financial_assistance_submitted_at_state_level,17308.000000,13438.250000,"Review flag only; applications are descriptive operational indicators, not performance scores."
CO,Colorado,2023-07-01,large_applications_spike,Applications submitted are above this state's recent monthly pattern.,total_applications_for_financial_assistance_submitted_at_state_level,21271.000000,13810.000000,"Review flag only; applications are descriptive operational indicators, not performance scores."
CO,Colorado,2023-07-01,large_determinations_spike,Eligibility determinations are above this state's recent monthly pattern.,total_medicaid_and_chip_determinations,17726.000000,13031.666667,"Review flag only; determinations are descriptive operational indicators, not performance scores."
CO,Colorado,2023-08-01,large_applications_spike,Applications submitted are above this state's recent monthly pattern.,total_applications_for_financial_assistance_submitted_at_state_level,27537.000000,14499.000000,"Review flag only; applications are descriptive operational indicators, not performance scores."
CO,Colorado,2023-08-01,large_determinations_spike,Eligibility determinations are above this state's recent monthly pattern.,total_medicaid_and_chip_determinations,22714.000000,13519.416667,"Review flag only; determinations are descriptive operational indicators, not performance scores."
CO,Colorado,2023-09-01,large_determinations_spike,Eligibility determinations are above this state's recent monthly pattern.,total_medicaid_and_chip_determinations,21372.000000,14258.583333,"Review flag only; determinations are descriptive operational indicators, not performance scores."
CO,Colorado,2023-11-01,large_applications_spike,Applications submitted are above this state's recent monthly pattern.,total_applications_for_financial_assistance_submitted_at_state_level,31417.000000,17622.916667,"Review flag only; applications are descriptive operational indicators, not performance scores."
CO,Colorado,2023-11-01,large_determinations_spike,Eligibility determinations are above this state's recent monthly pattern.,total_medicaid_and_chip_determinations,24574.000000,15873.750000,"Review flag only; determinations are descriptive operational indicators, not performance scores."
CO,Colorado,2023-11-01,large_month_over_month_enrollment_change,Monthly enrollment change differs from this state's historical monthly pattern.,monthly_total_medicaid_chip_enrollment_change,-81906.000000,-1109.976471,Review flag only; this does not identify a cause or indicate performance.
CO,Colorado,2023-12-01,large_month_over_month_enrollment_change,Monthly enrollment change differs from this state's historical monthly pattern.,monthly_total_medicaid_chip_enrollment_change,-48853.000000,-1109.976471,Review flag only; this does not identify a cause or indicate performance.
CO,Colorado,2024-01-01,large_applications_spike,Applications submitted are above this state's recent monthly pattern.,total_applications_for_financial_assistance_submitted_at_state_level,36288.000000,20559.166667,"Review flag only; applications are descriptive operational indicators, not performance scores."
CO,Colorado,2024-01-01,large_determinations_spike,Eligibility determinations are above this state's recent monthly pattern.,total_medicaid_and_chip_determinations,32625.000000,18097.166667,"Review flag only; determinations are descriptive operational indicators, not performance scores."
CO,Colorado,2024-01-01,large_month_over_month_enrollment_change,Monthly enrollment change differs from this state's historical monthly pattern.,monthly_total_medicaid_chip_enrollment_change,-46387.000000,-1109.976471,Review flag only; this does not identify a cause or indicate performance.
CO,Colorado,2024-02-01,large_month_over_month_enrollment_change,Monthly enrollment change differs from this state's historical monthly pattern.,monthly_total_medicaid_chip_enrollment_change,-47857.000000,-1109.976471,Review flag only; this does not identify a cause or indicate performance.
CO,Colorado,2024-03-01,large_month_over_month_enrollment_change,Monthly enrollment change differs from this state's historical monthly pattern.,monthly_total_medicaid_chip_enrollment_change,-90791.000000,-1109.976471,Review flag only; this does not identify a cause or indicate performance.
CO,Colorado,2026-02-01,high_missingness_caution,State has elevated missingness across preserved dashboard fields.,missingness_percent,15.700000,10.000000,"Review flag only; missingness should guide caution, not state performance labeling."
CO,Colorado,2026-02-01,latest_month_preliminary_reporting_caution,Latest month is preliminary and may be revised in later source updates.,latest_month_preliminary_status,,,Review flag only; preliminary reporting affects interpretation of the latest month.
CT,Connecticut,2019-11-01,large_applications_spike,Applications submitted are above this state's recent monthly pattern.,total_applications_for_financial_assistance_submitted_at_state_level,22073.000000,17203.900000,"Review flag only; applications are descriptive operational indicators, not performance scores."
CT,Connecticut,2019-11-01,large_determinations_spike,Eligibility determinations are above this state's recent monthly pattern.,total_medicaid_and_chip_determinations,18104.000000,15643.100000,"Review flag only; determinations are descriptive operational indicators, not performance scores."
CT,Connecticut,2019-12-01,large_applications_spike,Applications submitted are above this state's recent monthly pattern.,total_applications_for_financial_assistance_submitted_at_state_level,25916.000000,17646.545455,"Review flag only; applications are descriptive operational indicators, not performance scores."
CT,Connecticut,2020-01-01,large_determinations_spike,Eligibility determinations are above this state's recent monthly pattern.,total_medicaid_and_chip_determinations,20847.000000,16068.166667,"Review flag only; determinations are descriptive operational indicators, not performance scores."
CT,Connecticut,2020-04-01,large_month_over_month_enrollment_change,Monthly enrollment change differs from this state's historical monthly pattern.,monthly_total_medicaid_chip_enrollment_change,15392.000000,484.494118,Review flag only; this does not identify a cause or indicate performance.
CT,Connecticut,2022-11-01,large_determinations_spike,Eligibility determinations are above this state's recent monthly pattern.,total_medicaid_and_chip_determinations,12984.000000,11164.750000,"Review flag only; determinations are descriptive operational indicators, not performance scores."
CT,Connecticut,2022-12-01,large_determinations_spike,Eligibility determinations are above this state's recent monthly pattern.,total_medicaid_and_chip_determinations,13728.000000,11263.000000,"Review flag only; determinations are descriptive operational indicators, not performance scores."
CT,Connecticut,2023-01-01,large_determinations_spike,Eligibility determinations are above this state's recent monthly pattern.,total_medicaid_and_chip_determinations,14802.000000,11426.083333,"Review flag only; determinations are descriptive operational indicators, not performance scores."
CT,Connecticut,2023-05-01,large_month_over_month_enrollment_change,Monthly enrollment change differs from this state's historical monthly pattern.,monthly_total_medicaid_chip_enrollment_change,-12833.000000,484.494118,Review flag only; this does not identify a cause or indicate performance.
CT,Connecticut,2023-08-01,large_month_over_month_enrollment_change,Monthly enrollment change differs from this state's historical monthly pattern.,monthly_total_medicaid_chip_enrollment_change,-19773.000000,484.494118,Review flag only; this does not identify a cause or indicate performance.
CT,Connecticut,2023-09-01,large_month_over_month_enrollment_change,Monthly enrollment change differs from this state's historical monthly pattern.,monthly_total_medicaid_chip_enrollment_change,-14663.000000,484.494118,Review flag only; this does not identify a cause or indicate performance.
CT,Connecticut,2023-11-01,large_applications_spike,Applications submitted are above this state's recent monthly pattern.,total_applications_for_financial_assistance_submitted_at_state_level,20173.000000,14383.750000,"Review flag only; applications are descriptive operational indicators, not performance scores."
CT,Connecticut,2023-11-01,large_month_over_month_enrollment_change,Monthly enrollment change differs from this state's historical monthly pattern.,monthly_total_medicaid_chip_enrollment_change,21142.000000,484.494118,Review flag only; this does not identify a cause or indicate performance.
CT,Connecticut,2023-12-01,large_applications_spike,Applications submitted are above this state's recent monthly pattern.,total_applications_for_financial_assistance_submitted_at_state_level,21471.000000,14789.250000,"Review flag only; applications are descriptive operational indicators, not performance scores."
CT,Connecticut,2024-01-01,large_applications_spike,Applications submitted are above this state's recent monthly pattern.,total_applications_for_financial_assistance_submitted_at_state_level,21543.000000,15189.083333,"Review flag only; applications are descriptive operational indicators, not performance scores."
CT,Connecticut,2024-12-01,large_applications_spike,Applications submitted are above this state's recent monthly pattern.,total_applications_for_financial_assistance_submitted_at_state_level,24357.000000,18189.750000,"Review flag only; applications are descriptive operational indicators, not performance scores."
